combo_id,sexuality_content,sexuality_includes,sexual_activity_frequency,sexual_scene_duration,sexual_depiction_type,sexual_underage,suggestive_themes_description,dating_games_prominent,revealing_outfits_nudity_includes,revealing_outfits_frequency,revealing_outfits_erotic_context,revealing_outfits_out_of_place,nudity_includes,nudity_human_buttocks_frequency,nudity_nippleless_breasts_frequency,nudity_fantasy_breasts_frequency,nudity_human_breasts_with_nipples_frequency,nudity_genitalia_frequency,nudity_erotic_context,sexual_violence_presentation,summary,country,rating
242,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,,Often,Rarely,,Yes,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
243,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,,Often,Rarely,,No,,Game contains violence against humans,North America,Teen
244,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,,Often,Often,,Yes,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
245,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Female Human Breasts with Nipples']",,,Often,Often,,No,,"Female fantasy creatures' breasts, e.g., harpies (often) | Female human breasts with nipples (often)",North America,Mature 17+
246,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Rarely,,Rarely,Yes,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
247,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Rarely,,Rarely,No,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (rarely)",North America,Mature 17+
248,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Rarely,,Often,Yes,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
249,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Rarely,,Often,No,,"Female fantasy creatures' breasts, e.g., harpies (rarely) | Genitalia (often)",North America,Adults only 18+
250,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Often,,Rarely,Yes,,"Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
251,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Often,,Rarely,No,,"Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (rarely)",North America,Mature 17+
252,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Often,,Often,Yes,,"Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (often) | Nudity in an erotic setting or context",North America,Adults only 18+
253,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Fantasy Creatures', 'Genitalia']",,,Often,,Often,No,,"Female fantasy creatures' breasts, e.g., harpies (often) | Genitalia (often)",North America,Adults only 18+
254,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Rarely,Rarely,Yes,,Female human breasts with nipples (rarely) | Genitalia (rarely) | Nudity in an erotic setting or context,North America,Mature 17+
255,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Rarely,Rarely,No,,Female human breasts with nipples (rarely) | Genitalia (rarely),North America,Mature 17+
256,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Rarely,Often,Yes,,Female human breasts with nipples (rarely) | Genitalia (often) | Nudity in an erotic setting or context,North America,Adults only 18+
257,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Rarely,Often,No,,Female human breasts with nipples (rarely) | Genitalia (often),North America,Adults only 18+
258,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Often,Rarely,Yes,,Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context,North America,Mature 17+
259,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Often,Rarely,No,,Female human breasts with nipples (often) | Genitalia (rarely),North America,Mature 17+
260,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Often,Often,Yes,,Female human breasts with nipples (often) | Genitalia (often) | Nudity in an erotic setting or context,North America,Adults only 18+
261,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Female Human Breasts with Nipples', 'Genitalia']",,,,Often,Often,No,,Female human breasts with nipples (often) | Genitalia (often),North America,Adults only 18+
262,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Rarely,Rarely,,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
263,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Rarely,Rarely,,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely)",North America,Teen
264,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Rarely,Often,,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Nudity in an erotic setting or context",North America,Mature 17+
265,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Rarely,Often,,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often)",North America,Mature 17+
266,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Often,Rarely,,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
267,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Often,Rarely,,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely)",North America,Teen
268,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Often,Often,,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Nudity in an erotic setting or context",North America,Mature 17+
269,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Rarely,Often,Often,,,No,,Game contains violence against humans,North America,Mature 17+
270,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Rarely,Rarely,,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
271,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Rarely,Rarely,,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (rarely)",North America,Teen
272,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Rarely,Often,,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often) | Nudity in an erotic setting or context",North America,Mature 17+
273,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Rarely,Often,,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female fantasy creatures' breasts, e.g., harpies (often)",North America,Mature 17+
274,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Often,Rarely,,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
275,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Often,Rarely,,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely)",North America,Teen
276,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Often,Often,,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often) | Nudity in an erotic setting or context",North America,Mature 17+
277,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Fantasy Creatures']",Often,Often,Often,,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (often)",North America,Mature 17+
278,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Rarely,,Rarely,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
279,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Rarely,,Rarely,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (rarely)",North America,Mature 17+
280,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Rarely,,Often,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
281,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Rarely,,Often,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (often)",North America,Mature 17+
282,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Often,,Rarely,,Yes,,Game contains violence against humans,North America,Teen
283,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Often,,Rarely,,No,,Game contains violence against humans,North America,Teen
284,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Often,,Often,,Yes,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
285,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Rarely,Often,,Often,,No,,"Human buttocks (rarely) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female human breasts with nipples (often)",North America,Mature 17+
286,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Often,Rarely,,Rarely,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
287,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Often,Rarely,,Rarely,,No,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (rarely)",North America,Mature 17+
288,Yes,Nudity or Revealing Outfits,,,,,,,Nudity,,,,"['Human Buttocks', 'Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair', 'Female Human Breasts with Nipples']",Often,Rarely,,Often,,Yes,,"Human buttocks (often) | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (rarely) | Female human breasts with nipples (often) | Nudity in an erotic setting or context",North America,Mature 17+
